Table 1
die_size,sheet_size,number_out,die_number,flat_size,seal_flap_size
4 7/8 X 9  BK,11 x 17 ,0,# 203,10 3/4 X 11 9/16,2
4 7/8 X 9  BK,17 1/2 x 22 1/2,1,# 203,10 3/4 X 11 9/16,2
4 7/8 X 9  BK,19 X 25,2,# 203,10 3/4 X 11 9/16,2
4 7/8 X 9  BK,23 X 29,4,# 203,10 3/4 X 11 9/16,2
4 7/8 X 9  BK,23 x 35,4,# 203,10 3/4 X 11 9/16,2
4 7/8 X 9  BK,25 X 38,6,# 203,10 3/4 X 11 9/16,2
4 7/8 X 9  BK,28 x 40,6,# 203,10 3/4 X 11 9/16,2
,,,,,
,,,,,
4 15/16 X 6 7/8  BK,9 3/8 X 11 3/8,1,# 44,8 7/8 X 10 7/8,2
4 15/16 X 6 7/8  BK,11 x 17 ,1,# 44,8 7/8 X 10 7/8,2
4 15/16 X 6 7/8  BK,17 1/2 x 22 1/2,2,# 44,8 7/8 X 10 7/8,2
4 15/16 X 6 7/8  BK,19 X 25,4,# 44,8 7/8 X 10 7/8,2
4 15/16 X 6 7/8  BK,23 X 29,4,# 44,8 7/8 X 10 7/8,2
4 15/16 X 6 7/8  BK,23 x 35,6,# 44,8 7/8 X 10 7/8,2
4 15/16 X 6 7/8  BK,25 X 38,6,# 44,8 7/8 X 10 7/8,2
4 15/16 X 6 7/8  BK,28 x 40,9,# 44,8 7/8 X 10 7/8,2
,,,,,
,,,,,
5 X 5  BK - Sleeve,7 1/4 X 10 1/4,1,# 73,6 3/4 X 9 3/4,0
5 X 5  BK - Sleeve,11 x 17 ,1,# 73,6 3/4 X 9 3/4,0
5 X 5  BK - Sleeve,17 1/2 x 22 1/2,4,# 73,6 3/4 X 9 3/4,0
5 X 5  BK - Sleeve,19 X 25,4,# 73,6 3/4 X 9 3/4,0
5 X 5  BK - Sleeve,23 X 29,6,# 73,6 3/4 X 9 3/4,0
5 X 5  BK - Sleeve,23 x 35,6,# 73,6 3/4 X 9 3/4,0
5 X 5  BK - Sleeve,25 X 38,9,# 73,6 3/4 X 9 3/4,0
5 X 5  BK - Sleeve,28 x 40,16,# 73,6 3/4 X 9 3/4,0
,,,,,
,,,,,
5 X 6 3/4 - REMIT,9 1/4 X 14 3/8,1,# 88,8 3/4 X 13 7/8,4 1/2
5 X 6 3/4 - REMIT,11 x 17 ,1,# 88,8 3/4 X 13 7/8,4 1/2
5 X 6 3/4 - REMIT,17 1/2 x 22 1/2,4,# 88,8 3/4 X 13 7/8,4 1/2
5 X 6 3/4 - REMIT,19 X 25,4,# 88,8 3/4 X 13 7/8,4 1/2
5 X 6 3/4 - REMIT,23 X 29,4,# 88,8 3/4 X 13 7/8,4 1/2
5 X 6 3/4 - REMIT,23 x 35,4,# 88,8 3/4 X 13 7/8,4 1/2
5 X 6 3/4 - REMIT,25 X 38,4,# 88,8 3/4 X 13 7/8,4 1/2
5 X 6 3/4 - REMIT,28 x 40,6,# 88,8 3/4 X 13 7/8,4 1/2
,,,,,
,,,,,
5 X 7  BK,9 1/2 X 11 3/8,1,# 45,9 X 10 7/8,2 1/4
5 X 7  BK,11 x 17 ,1,# 45,9 X 10 7/8,2 1/4
5 X 7  BK,17 1/2 x 22 1/2,2,# 45,9 X 10 7/8,2 1/4
5 X 7  BK,19 X 25,4,# 45,9 X 10 7/8,2 1/4
5 X 7  BK,23 X 29,4,# 45,9 X 10 7/8,2 1/4
5 X 7  BK,23 x 35,6,# 45,9 X 10 7/8,2 1/4
5 X 7  BK,25 X 38,6,# 45,9 X 10 7/8,2 1/4
5 X 7  BK,28 x 40,9,# 45,9 X 10 7/8,2 1/4
,,,,,
,,,,,
5 X 7  BK,9 1/4 X 11 1/2,1,# 105,8 3/4 X 11,1 1/2
5 X 7  BK,11 x 17 ,1,# 105,8 3/4 X 11,1 1/2
5 X 7  BK,17 1/2 x 22 1/2,2,# 105,8 3/4 X 11,1 1/2
5 X 7  BK,19 X 25,4,# 105,8 3/4 X 11,1 1/2
5 X 7  BK,23 X 29,4,# 105,8 3/4 X 11,1 1/2
5 X 7  BK,23 x 35,6,# 105,8 3/4 X 11,1 1/2
5 X 7  BK,25 X 38,6,# 105,8 3/4 X 11,1 1/2
5 X 7  BK,28 x 40,9,# 105,8 3/4 X 11,1 1/2
,,,,,
,,,,,
5 X 7  BK ,9 X 11 9/16,1,# 104,8 1/2 X 11 1/16,1 7/16
5 X 7  BK ,11 x 17 ,1,# 104,8 1/2 X 11 1/16,1 7/16
5 X 7  BK ,17 1/2 x 22 1/2,2,# 104,8 1/2 X 11 1/16,1 7/16
5 X 7  BK ,19 X 25,4,# 104,8 1/2 X 11 1/16,1 7/16
5 X 7  BK ,23 X 29,4,# 104,8 1/2 X 11 1/16,1 7/16
5 X 7  BK ,23 x 35,6,# 104,8 1/2 X 11 1/16,1 7/16
5 X 7  BK ,25 X 38,6,# 104,8 1/2 X 11 1/16,1 7/16
5 X 7  BK ,28 x 40,9,# 104,8 1/2 X 11 1/16,1 7/16
,,,,,
,,,,,
5 X 7  BK,10 X 11 ,1,# 213,9 1/2 X 10 3/4,1 1/4
5 X 7  BK,11 x 17 ,1,# 213,9 1/2 X 10 3/4,1 1/4
5 X 7  BK,17 1/2 x 22 1/2,2,# 213,9 1/2 X 10 3/4,1 1/4
5 X 7  BK,19 X 25,2,# 213,9 1/2 X 10 3/4,1 1/4
5 X 7  BK,23 X 29,4,# 213,9 1/2 X 10 3/4,1 1/4
5 X 7  BK,23 x 35,4,# 213,9 1/2 X 10 3/4,1 1/4
5 X 7  BK,25 X 38,6,# 213,9 1/2 X 10 3/4,1 1/4
5 X 7  BK,28 x 40,6,# 213,9 1/2 X 10 3/4,1 1/4
,,,,,
,,,,,
5 X 9  BK ,9 1/4 X 11 9/16,1,# 126,10 3/4 X 10 11/16,1 1/4
5 X 9  BK ,11 x 17 ,1,# 126,10 3/4 X 10 11/16,1 1/4
5 X 9  BK ,17 1/2 x 22 1/2,2,# 126,10 3/4 X 10 11/16,1 1/4
5 X 9  BK ,19 X 25,2,# 126,10 3/4 X 10 11/16,1 1/4
5 X 9  BK ,23 X 29,4,# 126,10 3/4 X 10 11/16,1 1/4
5 X 9  BK ,23 x 35,6,# 126,10 3/4 X 10 11/16,1 1/4
5 X 9  BK ,25 X 38,6,# 126,10 3/4 X 10 11/16,1 1/4
5 X 9  BK ,28 x 40,6,# 126,10 3/4 X 10 11/16,1 1/4
,,,,,
,,,,,
5 X 11  BK,13 1/4 X 11 3/8,1,# 98,12 3/4 X 10 7/8,1 1/4
5 X 11  BK,11 x 17 ,0,# 98,12 3/4 X 10 7/8,1 1/4
5 X 11  BK,17 1/2 x 22 1/2,2,# 98,12 3/4 X 10 7/8,1 1/4
5 X 11  BK,19 X 25,2,# 98,12 3/4 X 10 7/8,1 1/4
5 X 11  BK,23 X 29,2,# 98,12 3/4 X 10 7/8,1 1/4
5 X 11  BK,23 x 35,3,# 98,12 3/4 X 10 7/8,1 1/4
5 X 11  BK,25 X 38,3,# 98,12 3/4 X 10 7/8,1 1/4
5 X 11  BK,28 x 40,6,# 98,12 3/4 X 10 7/8,1 1/4
,,,,,
,,,,,
#14 - 5 X 11 1/2  BK ,14 X 11 1/4,1,# 86,13 1/2 X 10 3/4,1 1/4
#14 - 5 X 11 1/2  BK ,11 x 17 ,0,# 86,13 1/2 X 10 3/4,1 1/4
#14 - 5 X 11 1/2  BK ,17 1/2 x 22 1/2,2,# 86,13 1/2 X 10 3/4,1 1/4
#14 - 5 X 11 1/2  BK ,19 X 25,2,# 86,13 1/2 X 10 3/4,1 1/4
#14 - 5 X 11 1/2  BK ,23 X 29,2,# 86,13 1/2 X 10 3/4,1 1/4
#14 - 5 X 11 1/2  BK ,23 x 35,3,# 86,13 1/2 X 10 3/4,1 1/4
#14 - 5 X 11 1/2  BK ,25 X 38,3,# 86,13 1/2 X 10 3/4,1 1/4
#14 - 5 X 11 1/2  BK ,28 x 40,6,# 86,13 1/2 X 10 3/4,1 1/4
,,,,,
,,,,,
5 1/32 X 7 1/4  BK ,9 1/4 X 11 1/2,1,# 221,8 3/4 X 11,2 1/4
5 1/32 X 7 1/4  BK ,11 x 17 ,1,# 221,8 3/4 X 11,2 1/4
5 1/32 X 7 1/4  BK ,17 1/2 x 22 1/2,2,# 221,8 3/4 X 11,2 1/4
5 1/32 X 7 1/4  BK ,19 X 25,4,# 221,8 3/4 X 11,2 1/4
5 1/32 X 7 1/4  BK ,23 X 29,4,# 221,8 3/4 X 11,2 1/4
5 1/32 X 7 1/4  BK ,23 x 35,6,# 221,8 3/4 X 11,2 1/4
5 1/32 X 7 1/4  BK ,25 X 38,6,# 221,8 3/4 X 11,2 1/4
5 1/32 X 7 1/4  BK ,28 x 40,6,# 221,8 3/4 X 11,2 1/4
,,,,,
,,,,,
5 3/32 X 7 1/4  BK ,9 1/4 X 11 15/16,1,# 220,8 3/4 X 11 7/16,2 1/2
5 3/32 X 7 1/4  BK ,11 x 17 ,1,# 220,8 3/4 X 11 7/16,2 1/2
5 3/32 X 7 1/4  BK ,17 1/2 x 22 1/2,2,# 220,8 3/4 X 11 7/16,2 1/2
5 3/32 X 7 1/4  BK ,19 X 25,4,# 220,8 3/4 X 11 7/16,2 1/2
5 3/32 X 7 1/4  BK ,23 X 29,4,# 220,8 3/4 X 11 7/16,2 1/2
5 3/32 X 7 1/4  BK ,23 x 35,4,# 220,8 3/4 X 11 7/16,2 1/2
5 3/32 X 7 1/4  BK ,25 X 38,6,# 220,8 3/4 X 11 7/16,2 1/2
5 3/32 X 7 1/4  BK ,28 x 40,9,# 220,8 3/4 X 11 7/16,2 1/2
,,,,,
,,,,,
5 1/8 X 11  BK,9 1/4 X 12 1/2,1,# 235,8 3/4 X 11 15/16,2
5 1/8 X 11  BK,11 x 17 ,0,# 235,8 3/4 X 11 15/16,2
5 1/8 X 11  BK,17 1/2 x 22 1/2,1,# 235,8 3/4 X 11 15/16,2
5 1/8 X 11  BK,19 X 25,2,# 235,8 3/4 X 11 15/16,2
5 1/8 X 11  BK,23 X 29,2,# 235,8 3/4 X 11 15/16,2
5 1/8 X 11  BK,23 x 35,2,# 235,8 3/4 X 11 15/16,2
5 1/8 X 11  BK,25 X 38,3,# 235,8 3/4 X 11 15/16,2
5 1/8 X 11  BK,28 x 40,6,# 235,8 3/4 X 11 15/16,2
,,,,,
,,,,,
5 3/16 X 7 1/2  BK ,9 1/2 X 12 1/16,1,# 222,9 X 11 9/16,2 3/8
5 3/16 X 7 1/2  BK ,11 x 17 ,1,# 222,9 X 11 9/16,2 3/8
5 3/16 X 7 1/2  BK ,17 1/2 x 22 1/2,2,# 222,9 X 11 9/16,2 3/8
5 3/16 X 7 1/2  BK ,19 X 25,4,# 222,9 X 11 9/16,2 3/8
5 3/16 X 7 1/2  BK ,23 X 29,4,# 222,9 X 11 9/16,2 3/8
5 3/16 X 7 1/2  BK ,23 x 35,4,# 222,9 X 11 9/16,2 3/8
5 3/16 X 7 1/2  BK ,25 X 38,6,# 222,9 X 11 9/16,2 3/8
5 3/16 X 7 1/2  BK ,28 x 40,9,# 222,9 X 11 9/16,2 3/8
,,,,,
,,,,,
5 3/16 X 8  BK,10 1/4 X 11 5/8,1,# 59,9 3/4 X 11 1/8,1 1/2
5 3/16 X 8  BK,11 x 17 ,1,# 59,9 3/4 X 11 1/8,1 1/2
5 3/16 X 8  BK,17 1/2 x 22 1/2,1,# 59,9 3/4 X 11 1/8,1 1/2
5 3/16 X 8  BK,19 X 25,2,# 59,9 3/4 X 11 1/8,1 1/2
5 3/16 X 8  BK,23 X 29,4,# 59,9 3/4 X 11 1/8,1 1/2
5 3/16 X 8  BK,23 x 35,6,# 59,9 3/4 X 11 1/8,1 1/2
5 3/16 X 8  BK,25 X 38,6,# 59,9 3/4 X 11 1/8,1 1/2
5 3/16 X 8  BK,28 x 40,6,# 59,9 3/4 X 11 1/8,1 1/2
,,,,,
,,,,,
5 1/4 X 7 1/8 SQ,9 5/8 X 11 3/4,1,# 125 - UT, 9 1/8 X 11 1/4,1 1/2
5 1/4 X 7 1/8 SQ,11 X 17 ,1,# 125 - UT, 9 1/8 X 11 1/4,1 1/2
5 1/4 X 7 1/8 SQ,17 1/2 X 22 1/2,1,# 125 - UT, 9 1/8 X 11 1/4,1 1/2
5 1/4 X 7 1/8 SQ,19 X 25,4,# 125 - UT, 9 1/8 X 11 1/4,1 1/2
5 1/4 X 7 1/8 SQ,23 X 29,4,# 125 - UT, 9 1/8 X 11 1/4,1 1/2
5 1/4 X 7 1/8 SQ,23 X 35,6,# 125 - UT, 9 1/8 X 11 1/4,1 1/2
5 1/4 X 7 1/8 SQ,25 X 38,6,# 125 - UT, 9 1/8 X 11 1/4,1 1/2
5 1/4 X 7 1/8 SQ,28 X 40,9,# 125 - UT, 9 1/8 X 11 1/4,1 1/2
,,,,,
,,,,,
A-7 - 5 1/4 X 7 1/4 SQ,9 5/8 X 12 1/8,1,# 46, 9 1/8 X 11 5/8,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,11 X 17 ,1,# 46, 9 1/8 X 11 5/8,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,17 1/2 X 22 1/2,1,# 46, 9 1/8 X 11 5/8,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,19 X 25,4,# 46, 9 1/8 X 11 5/8,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 29,4,# 46, 9 1/8 X 11 5/8,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 35,4,# 46, 9 1/8 X 11 5/8,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,25 X 38,6,# 46, 9 1/8 X 11 5/8,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,28 X 40,9,# 46, 9 1/8 X 11 5/8,2 1/2
,,,,,
,,,,,
A-7 - 5 1/4 X 7 1/4 SQ,9 5/8 X 12 3/16,1,# 134, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,11 X 17 ,1,# 134, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,17 1/2 X 22 1/2,1,# 134, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,19 X 25,4,# 134, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 29,4,# 134, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 35,4,# 134, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,25 X 38,6,# 134, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,28 X 40,6,# 134, 9 1/8 X 11 - 11/16,2 1/2
,,,,,
,,,,,
A-7 - 5 1/4 X 7 1/4 SQ,9 3/4 X 13,1,# 71 - UT, 9 1/4 X 12 1/2,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,11 X 17 ,1,# 71 - UT, 9 1/4 X 12 1/2,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,17 1/2 X 22 1/2,1,# 71 - UT, 9 1/4 X 12 1/2,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,19 X 25,2,# 71 - UT, 9 1/4 X 12 1/2,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 29,4,# 71 - UT, 9 1/4 X 12 1/2,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 35,4,# 71 - UT, 9 1/4 X 12 1/2,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,25 X 38,4,# 71 - UT, 9 1/4 X 12 1/2,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,28 X 40,6,# 71 - UT, 9 1/4 X 12 1/2,2 1/2
,,,,,
,,,,,
A-7 - 5 1/4 X 7 1/4 SQ,9 5/8 X 12 3/16,1,# 78 - UT, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,11 X 17 ,1,# 78 - UT, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,17 1/2 X 22 1/2,2,# 78 - UT, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,19 X 25,4,# 78 - UT, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 29,4,# 78 - UT, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 35,4,# 78 - UT, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,25 X 38,6,# 78 - UT, 9 1/8 X 11 - 11/16,2 1/2
A-7 - 5 1/4 X 7 1/4 SQ,28 X 40,9,# 78 - UT, 9 1/8 X 11 - 11/16,2 1/2
,,,,,
,,,,,
A-7 - 5 1/4 X 7 1/4 SQ,9 1/4 X 11 7/8,1,# 140, 8 3/4 X 11 3/8,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,11 X 17 ,1,# 140, 8 3/4 X 11 3/8,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,17 1/2 X 22 1/2,2,# 140, 8 3/4 X 11 3/8,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,19 X 25,4,# 140, 8 3/4 X 11 3/8,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 29,4,# 140, 8 3/4 X 11 3/8,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 35,6,# 140, 8 3/4 X 11 3/8,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,25 X 38,6,# 140, 8 3/4 X 11 3/8,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,28 X 40,9,# 140, 8 3/4 X 11 3/8,1 1/2
,,,,,
,,,,,
A-7 - 5 1/4 X 7 1/4 SQ,9 5/8 X 11 15/16,1,# 47 & 48, 9 1/8 X 11 7/16,1 7/16
A-7 - 5 1/4 X 7 1/4 SQ,11 X 17 ,1,# 47 & 48, 9 1/8 X 11 7/16,1 7/16
A-7 - 5 1/4 X 7 1/4 SQ,17 1/2 X 22 1/2,2,# 47 & 48, 9 1/8 X 11 7/16,1 7/16
A-7 - 5 1/4 X 7 1/4 SQ,19 X 25,4,# 47 & 48, 9 1/8 X 11 7/16,1 7/16
A-7 - 5 1/4 X 7 1/4 SQ,23 X 29,4,# 47 & 48, 9 1/8 X 11 7/16,1 7/16
A-7 - 5 1/4 X 7 1/4 SQ,23 X 35,6,# 47 & 48, 9 1/8 X 11 7/16,1 7/16
A-7 - 5 1/4 X 7 1/4 SQ,25 X 38,6,# 47 & 48, 9 1/8 X 11 7/16,1 7/16
A-7 - 5 1/4 X 7 1/4 SQ,28 X 40,9,# 47 & 48, 9 1/8 X 11 7/16,1 7/16
,,,,,
,,,,,
A-7 - 5 1/4 X 7 1/4 SQ,9 3/4 X 11 15/16,1,# 57 , 9 1/4 X 11 - 11/16,1 11/16
A-7 - 5 1/4 X 7 1/4 SQ,11 X 17 ,1,# 57 , 9 1/4 X 11 - 11/16,1 11/16
A-7 - 5 1/4 X 7 1/4 SQ,17 1/2 X 22 1/2,1,# 57 , 9 1/4 X 11 - 11/16,1 11/16
A-7 - 5 1/4 X 7 1/4 SQ,19 X 25,4,# 57 , 9 1/4 X 11 - 11/16,1 11/16
A-7 - 5 1/4 X 7 1/4 SQ,23 X 29,4,# 57 , 9 1/4 X 11 - 11/16,1 11/16
A-7 - 5 1/4 X 7 1/4 SQ,23 X 35,4,# 57 , 9 1/4 X 11 - 11/16,1 11/16
A-7 - 5 1/4 X 7 1/4 SQ,25 X 38,6,# 57 , 9 1/4 X 11 - 11/16,1 11/16
A-7 - 5 1/4 X 7 1/4 SQ,28 X 40,6,# 57 , 9 1/4 X 11 - 11/16,1 11/16
,,,,,
,,,,,
A-7 - 5 1/4 X 7 1/4 SQ,9 5/8 X 12 ,1,# 79 - UT, 9 1/8 X 11 1/2,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,11 X 17 ,1,# 79 - UT, 9 1/8 X 11 1/2,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,17 1/2 X 22 1/2,2,# 79 - UT, 9 1/8 X 11 1/2,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,19 X 25,4,# 79 - UT, 9 1/8 X 11 1/2,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 29,4,# 79 - UT, 9 1/8 X 11 1/2,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,23 X 35,4,# 79 - UT, 9 1/8 X 11 1/2,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,25 X 38,6,# 79 - UT, 9 1/8 X 11 1/2,1 1/2
A-7 - 5 1/4 X 7 1/4 SQ,28 X 40,9,# 79 - UT, 9 1/8 X 11 1/2,1 1/2
,,,,,
,,,,,
5 1/4 X 7 3/8 SQ,10 7/8 X 12 ,1,# 228, 10 3/8 X 11 1/2,2 1/4
5 1/4 X 7 3/8 SQ,11 X 17 ,1,# 228, 10 3/8 X 11 1/2,2 1/4
5 1/4 X 7 3/8 SQ,17 1/2 X 22 1/2,1,# 228, 10 3/8 X 11 1/2,2 1/4
5 1/4 X 7 3/8 SQ,19 X 25,2,# 228, 10 3/8 X 11 1/2,2 1/4
5 1/4 X 7 3/8 SQ,23 X 29,4,# 228, 10 3/8 X 11 1/2,2 1/4
5 1/4 X 7 3/8 SQ,23 X 35,4,# 228, 10 3/8 X 11 1/2,2 1/4
5 1/4 X 7 3/8 SQ,25 X 38,6,# 228, 10 3/8 X 11 1/2,2 1/4
5 1/4 X 7 3/8 SQ,28 X 40,6,# 228, 10 3/8 X 11 1/2,2 1/4
,,,,,
,,,,,
5 1/4 X 7 1/2 SQ,10 X 11 3/4,1,# 141, 9 1/2 X 11 1/4,2 1/2
5 1/4 X 7 1/2 SQ,11 X 17 ,1,# 141, 9 1/2 X 11 1/4,2 1/2
5 1/4 X 7 1/2 SQ,17 1/2 X 22 1/2,1,# 141, 9 1/2 X 11 1/4,2 1/2
5 1/4 X 7 1/2 SQ,19 X 25,2,# 141, 9 1/2 X 11 1/4,2 1/2
5 1/4 X 7 1/2 SQ,23 X 29,4,# 141, 9 1/2 X 11 1/4,2 1/2
5 1/4 X 7 1/2 SQ,23 X 35,6,# 141, 9 1/2 X 11 1/4,2 1/2
5 1/4 X 7 1/2 SQ,25 X 38,6,# 141, 9 1/2 X 11 1/4,2 1/2
5 1/4 X 7 1/2 SQ,28 X 40,6,# 141, 9 1/2 X 11 1/4,2 1/2
,,,,,
,,,,,
5 1/4 X 7 1/2 SQ,9 3/4 X 12 ,1,# 58, 9 1/4 X 11 1/2,1 1/2
5 1/4 X 7 1/2 SQ,11 X 17 ,1,# 58, 9 1/4 X 11 1/2,1 1/2
5 1/4 X 7 1/2 SQ,17 1/2 X 22 1/2,1,# 58, 9 1/4 X 11 1/2,1 1/2
5 1/4 X 7 1/2 SQ,19 X 25,2,# 58, 9 1/4 X 11 1/2,1 1/2
5 1/4 X 7 1/2 SQ,23 X 29,4,# 58, 9 1/4 X 11 1/2,1 1/2
5 1/4 X 7 1/2 SQ,23 X 35,4,# 58, 9 1/4 X 11 1/2,1 1/2
5 1/4 X 7 1/2 SQ,25 X 38,6,# 58, 9 1/4 X 11 1/2,1 1/2
5 1/4 X 7 1/2 SQ,28 X 40,6,# 58, 9 1/4 X 11 1/2,1 1/2
,,,,,
,,,,,
5 1/4 X 7 3/4 SQ,10 X 11 7/8 ,1,# 125-N, 9 1/2 X 11 3/8,1 3/8
5 1/4 X 7 3/4 SQ,11 X 17 ,1,# 125-N, 9 1/2 X 11 3/8,1 3/8
5 1/4 X 7 3/4 SQ,17 1/2 X 22 1/2,1,# 125-N, 9 1/2 X 11 3/8,1 3/8
5 1/4 X 7 3/4 SQ,19 X 25,2,# 125-N, 9 1/2 X 11 3/8,1 3/8
5 1/4 X 7 3/4 SQ,23 X 29,4,# 125-N, 9 1/2 X 11 3/8,1 3/8
5 1/4 X 7 3/4 SQ,23 X 35,6,# 125-N, 9 1/2 X 11 3/8,1 3/8
5 1/4 X 7 3/4 SQ,25 X 38,6,# 125-N, 9 1/2 X 11 3/8,1 3/8
5 1/4 X 7 3/4 SQ,28 X 40,6,# 125-N, 9 1/2 X 11 3/8,1 3/8
,,,,,
,,,,,
5 1/4 X 8 SQ,10 1/2 X 11 11/16 ,1,# 215-UT, 10 X 11 3/16,1 3/8
5 1/4 X 8 SQ,11 X 17 ,1,# 215-UT, 10 X 11 3/16,1 3/8
5 1/4 X 8 SQ,17 1/2 X 22 1/2,1,# 215-UT, 10 X 11 3/16,1 3/8
5 1/4 X 8 SQ,19 X 25,2,# 215-UT, 10 X 11 3/16,1 3/8
5 1/4 X 8 SQ,23 X 29,4,# 215-UT, 10 X 11 3/16,1 3/8
5 1/4 X 8 SQ,23 X 35,6,# 215-UT, 10 X 11 3/16,1 3/8
5 1/4 X 8 SQ,25 X 38,6,# 215-UT, 10 X 11 3/16,1 3/8
5 1/4 X 8 SQ,28 X 40,6,# 215-UT, 10 X 11 3/16,1 3/8
,,,,,
,,,,,
5 1/4 X 8 1/4 SQ,10 1/2 X 11 11/16 ,1,# 61-UT, 10 X 11 1/4,1 1/4
5 1/4 X 8 1/4 SQ,11 X 17 ,1,# 61-UT, 10 X 11 1/4,1 1/4
5 1/4 X 8 1/4 SQ,17 1/2 X 22 1/2,1,# 61-UT, 10 X 11 1/4,1 1/4
5 1/4 X 8 1/4 SQ,19 X 25,2,# 61-UT, 10 X 11 1/4,1 1/4
5 1/4 X 8 1/4 SQ,23 X 29,4,# 61-UT, 10 X 11 1/4,1 1/4
5 1/4 X 8 1/4 SQ,23 X 35,6,# 61-UT, 10 X 11 1/4,1 1/4
5 1/4 X 8 1/4 SQ,25 X 38,6,# 61-UT, 10 X 11 1/4,1 1/4
5 1/4 X 8 1/4 SQ,28 X 40,6,# 61-UT, 10 X 11 1/4,1 1/4
,,,,,
,,,,,
5 1/4 X 9 1/2 SQ,11 3/4 X 12,1,# 103, 11 1/4 X 11 1/2,1 1/4
5 1/4 X 9 1/2 SQ,11 X 17 ,0,# 103, 11 1/4 X 11 1/2,1 1/4
5 1/4 X 9 1/2 SQ,17 1/2 X 22 1/2,1,# 103, 11 1/4 X 11 1/2,1 1/4
5 1/4 X 9 1/2 SQ,19 X 25,2,# 103, 11 1/4 X 11 1/2,1 1/4
5 1/4 X 9 1/2 SQ,23 X 29,2,# 103, 11 1/4 X 11 1/2,1 1/4
5 1/4 X 9 1/2 SQ,23 X 35,2,# 103, 11 1/4 X 11 1/2,1 1/4
5 1/4 X 9 1/2 SQ,25 X 38,6,# 103, 11 1/4 X 11 1/2,1 1/4
5 1/4 X 9 1/2 SQ,28 X 40,6,# 103, 11 1/4 X 11 1/2,1 1/4
,,,,,
,,,,,
5 5/16 X 7 SQ,9 1/4 X 12 1/8,1,# 60, 8 3/4 X 11 5/8,1 1/2
5 5/16 X 7 SQ,11 X 17 ,1,# 60, 8 3/4 X 11 5/8,1 1/2
5 5/16 X 7 SQ,17 1/2 X 22 1/2,1,# 60, 8 3/4 X 11 5/8,1 1/2
5 5/16 X 7 SQ,19 X 25,4,# 60, 8 3/4 X 11 5/8,1 1/2
5 5/16 X 7 SQ,23 X 29,4,# 60, 8 3/4 X 11 5/8,1 1/2
5 5/16 X 7 SQ,23 X 35,4,# 60, 8 3/4 X 11 5/8,1 1/2
5 5/16 X 7 SQ,25 X 38,6,# 60, 8 3/4 X 11 5/8,1 1/2
5 5/16 X 7 SQ,28 X 40,9,# 60, 8 3/4 X 11 5/8,1 1/2
,,,,,
,,,,,
